  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Kugrua Test Well #1 
  File name:   KAG_80SEP16 
  Log date:    16-SEP-1980 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 12.19  -7.737
 15.24  -7.649
 18.29  -7.560
 21.34  -7.489
 24.38  -7.432
 27.43  -7.398
 30.48  -7.377
 33.53  -7.358
 36.58  -7.340
 39.62  -7.314
 42.67  -7.282
 45.72  -7.232
 48.77  -7.190
 51.82  -7.145
 54.86  -7.074
 57.91  -7.001
 60.96  -6.935
 64.01  -6.862
 67.06  -6.765
 70.10  -6.697
 73.15  -6.609
 76.20  -6.497
 79.25  -6.410
 82.30  -6.322
 85.34  -6.196
 88.39  -6.099
 91.44  -5.998
 94.49  -5.892
 97.54  -5.790
100.58  -5.672
103.63  -5.569
106.68  -5.434
109.73  -5.333
112.78  -5.207
115.82  -5.071
118.87  -4.955
121.92  -4.810
124.97  -4.709
128.02  -4.575
131.06  -4.454
134.11  -4.332
137.16  -4.165
140.21  -4.080
143.26  -3.948
146.30  -3.794
149.35  -3.690
152.40  -3.545
155.45  -3.448
158.50  -3.330
161.54  -3.200
164.59  -3.084
167.64  -2.948
170.69  -2.826
173.74  -2.700
176.78  -2.585
179.83  -2.476
182.88  -2.348
185.93  -2.225
188.98  -2.121
192.02  -2.023
195.07  -1.928
198.12  -1.823
201.17  -1.715
204.22  -1.603
207.26  -1.521
210.31  -1.389
213.36  -1.286
216.41  -1.153
219.46  -1.094
222.50  -1.084
225.55  -1.068
228.60  -1.030
231.65  -0.970
234.70  -0.866
237.74  -0.760
240.79  -0.672
243.84  -0.575
246.89  -0.474
249.94  -0.371
252.98  -0.281
256.03  -0.159
259.08  -0.058
262.13   0.065
265.18   0.150
268.22   0.227
271.27   0.304
274.32   0.380
277.37   0.469
280.42   0.564
283.46   0.647
286.51   0.758
289.56   0.856
292.61   0.951
295.66   1.038
298.70   1.126
301.75   1.207
304.80   1.294
307.85   1.383
310.90   1.481
313.94   1.598
316.99   1.729
320.04   1.857
323.09   1.980
326.14   2.119
329.18   2.241
332.23   2.338
335.28   2.462
338.33   2.569
341.38   2.692
344.42   2.820
347.47   2.916
350.52   3.017
353.57   3.133
356.62   3.246
359.66   3.367
362.71   3.531
365.76   3.672
368.81   3.784
371.86   3.901
374.90   4.008
402.34   4.988
405.38   5.082
408.43   5.183
411.48   5.265
414.53   5.347
417.58   5.444
420.62   5.536
423.67   5.632
426.72   5.723
429.77   5.824
432.82   5.930
435.86   6.011
438.91   6.118
441.96   6.193
445.01   6.274
448.06   6.345
451.10   6.413
454.15   6.491
457.20   6.546
460.25   6.629
463.30   6.725
466.34   6.813
469.39   6.933
472.44   7.062
475.49   7.191
478.54   7.262
481.58   7.363
484.63   7.476
487.68   7.597
490.73   7.696
493.78   7.810
496.82   7.910
499.87   8.015
502.92   8.124
505.97   8.205
509.02   8.306
512.07   8.393
515.11   8.475
518.16   8.568
521.21   8.645
524.26   8.720
