  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   North Inigok Test Well #1 
  File name:   NIN_85JUN29_c_d 
  Log date:    29-JUN-1985 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 17.34  -8.697
 17.64  -8.684
 17.95  -8.672
 18.25  -8.660
 18.56  -8.650
 18.86  -8.641
 19.16  -8.633
 19.47  -8.625
 19.77  -8.616
 20.08  -8.608
 20.38  -8.600
 20.69  -8.592
 20.99  -8.584
 21.30  -8.576
 21.60  -8.568
 21.91  -8.559
 22.21  -8.551
 22.52  -8.542
 22.82  -8.533
 23.13  -8.524
 23.43  -8.514
 23.74  -8.504
 24.04  -8.494
 24.35  -8.485
 24.65  -8.475
 24.96  -8.466
 25.26  -8.457
 25.57  -8.448
 25.87  -8.441
 26.18  -8.433
 26.48  -8.426
 26.78  -8.420
 27.09  -8.414
 27.39  -8.408
 27.70  -8.402
 28.00  -8.397
 28.31  -8.392
 28.61  -8.386
 28.92  -8.381
 29.22  -8.376
 29.53  -8.370
 29.83  -8.365
 30.14  -8.360
 30.44  -8.354
 30.75  -8.349
 31.05  -8.344
 31.36  -8.338
 31.66  -8.333
 31.97  -8.327
 32.27  -8.321
 32.58  -8.315
 32.88  -8.309
 33.19  -8.303
 33.49  -8.297
 33.80  -8.291
 34.10  -8.285
 34.40  -8.279
 34.71  -8.273
 35.01  -8.267
 35.32  -8.261
 35.62  -8.255
 35.93  -8.249
 36.23  -8.243
 36.54  -8.237
 36.84  -8.232
 37.15  -8.226
 37.45  -8.220
 37.76  -8.214
 38.06  -8.209
 38.37  -8.203
 38.67  -8.197
 38.98  -8.191
 39.28  -8.185
 39.59  -8.180
 39.89  -8.174
 40.20  -8.168
 40.50  -8.162
 40.81  -8.156
 41.11  -8.150
 41.42  -8.145
 41.72  -8.139
 42.02  -8.133
 42.33  -8.127
 42.63  -8.121
 42.94  -8.115
 43.24  -8.109
 43.55  -8.103
 43.85  -8.097
 44.16  -8.091
 44.46  -8.085
 44.77  -8.079
 45.07  -8.073
 45.38  -8.067
 45.68  -8.061
 45.99  -8.055
 46.29  -8.049
 46.60  -8.043
 46.90  -8.037
 47.21  -8.031
 47.51  -8.024
 47.82  -8.018
 48.12  -8.012
 48.43  -8.005
 48.73  -7.999
 49.04  -7.993
 49.34  -7.986
 49.64  -7.979
 49.95  -7.973
 50.25  -7.966
 50.56  -7.959
 50.86  -7.952
 51.17  -7.945
 51.47  -7.938
 51.78  -7.931
 52.08  -7.924
 52.39  -7.916
 52.69  -7.909
 53.00  -7.902
 53.30  -7.894
 53.61  -7.887
 53.91  -7.879
 54.22  -7.872
 54.52  -7.864
 54.83  -7.857
 55.13  -7.849
 55.44  -7.842
 55.74  -7.834
 56.05  -7.826
 56.35  -7.819
 56.66  -7.811
 56.96  -7.803
 57.26  -7.795
 57.57  -7.788
 57.87  -7.780
 58.18  -7.772
 58.48  -7.764
 58.79  -7.756
 59.09  -7.748
 59.40  -7.740
 59.70  -7.732
 60.01  -7.724
 60.31  -7.716
 60.62  -7.708
 60.92  -7.700
 61.23  -7.692
 61.53  -7.684
 61.84  -7.676
 62.14  -7.668
 62.45  -7.660
 62.75  -7.652
 63.06  -7.644
 63.36  -7.636
 63.67  -7.628
 63.97  -7.620
 64.28  -7.612
 64.58  -7.605
 64.88  -7.597
 65.19  -7.589
 65.49  -7.581
 65.80  -7.573
 66.10  -7.565
 66.41  -7.557
 66.71  -7.549
 67.02  -7.541
 67.32  -7.533
 67.63  -7.524
 67.93  -7.516
 68.24  -7.508
 68.54  -7.500
 68.85  -7.492
 69.15  -7.483
 69.46  -7.475
 69.76  -7.467
 70.07  -7.459
 70.37  -7.450
 70.68  -7.442
 70.98  -7.433
 71.29  -7.425
 71.59  -7.416
 71.90  -7.408
 72.20  -7.400
 72.50  -7.391
 72.81  -7.382
 73.11  -7.374
 73.42  -7.365
 73.72  -7.357
 74.03  -7.348
 74.33  -7.339
 74.64  -7.330
 74.94  -7.321
 75.25  -7.312
 75.55  -7.303
 75.86  -7.294
 76.16  -7.285
 76.47  -7.276
 76.77  -7.267
 77.08  -7.258
 77.38  -7.249
 77.69  -7.240
 77.99  -7.231
 78.30  -7.221
 78.60  -7.212
 78.91  -7.203
 79.21  -7.194
 79.52  -7.184
 79.82  -7.175
 80.12  -7.166
 80.43  -7.156
 80.73  -7.147
 81.04  -7.138
 81.34  -7.128
 81.65  -7.119
 81.95  -7.110
 82.26  -7.100
 82.56  -7.091
 82.87  -7.082
 83.17  -7.072
 83.48  -7.063
 83.78  -7.053
 84.09  -7.044
 84.39  -7.034
 84.70  -7.025
 85.00  -7.016
 85.31  -7.006
 85.61  -6.997
 85.92  -6.987
 86.22  -6.977
 86.53  -6.968
 86.83  -6.958
 87.14  -6.949
 87.44  -6.939
 87.74  -6.930
 88.05  -6.920
 88.35  -6.911
 88.66  -6.901
 88.96  -6.891
 89.27  -6.882
 89.57  -6.872
 89.88  -6.863
 90.18  -6.853
 90.49  -6.844
 90.79  -6.834
 91.10  -6.824
 91.40  -6.815
 91.71  -6.805
 92.01  -6.795
 92.32  -6.786
 92.62  -6.776
 92.93  -6.766
 93.23  -6.757
 93.54  -6.747
 93.84  -6.737
 94.15  -6.727
 94.45  -6.717
 94.76  -6.708
 95.06  -6.698
 95.36  -6.688
 95.67  -6.678
 95.97  -6.668
 96.28  -6.659
 96.58  -6.649
 96.89  -6.639
 97.19  -6.629
 97.50  -6.619
 97.80  -6.610
 98.11  -6.600
 98.41  -6.590
 98.72  -6.580
 99.02  -6.571
 99.33  -6.561
 99.63  -6.552
 99.94  -6.542
100.24  -6.533
100.55  -6.523
100.85  -6.513
101.16  -6.504
101.46  -6.494
101.77  -6.485
102.07  -6.475
102.38  -6.466
102.68  -6.456
102.98  -6.446
103.29  -6.437
103.59  -6.427
103.90  -6.417
104.20  -6.408
104.51  -6.398
104.81  -6.388
105.12  -6.378
105.42  -6.368
105.73  -6.359
106.03  -6.349
106.34  -6.339
106.64  -6.329
106.95  -6.319
107.25  -6.309
107.56  -6.299
107.86  -6.289
108.17  -6.279
108.47  -6.269
108.78  -6.258
109.08  -6.248
109.39  -6.238
109.69  -6.227
110.00  -6.217
110.30  -6.206
110.60  -6.195
110.91  -6.184
111.21  -6.173
111.52  -6.162
111.82  -6.151
112.13  -6.140
112.43  -6.128
112.74  -6.117
113.04  -6.105
113.35  -6.093
113.65  -6.081
113.96  -6.070
