  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   South Harrison Bay 
  File name:   SOH_12AUG04_c_d 
  Log date:    04-AUG-2012 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
  6.96  -6.966
  7.03  -6.970
  7.13  -6.975
  7.24  -6.981
  7.44  -6.996
  7.54  -7.005
  7.63  -7.013
  7.73  -7.021
  7.84  -7.029
  7.94  -7.036
  8.03  -7.042
  8.14  -7.049
  8.24  -7.055
  8.34  -7.060
  8.45  -7.066
  8.55  -7.070
  8.65  -7.074
  8.76  -7.078
  8.86  -7.081
  8.97  -7.084
  9.08  -7.086
  9.18  -7.087
  9.28  -7.089
  9.39  -7.090
  9.49  -7.092
  9.60  -7.093
  9.70  -7.095
  9.80  -7.096
  9.90  -7.098
 10.00  -7.099
 10.09  -7.100
 10.20  -7.102
 10.31  -7.103
 10.41  -7.104
 10.51  -7.105
 10.62  -7.105
 10.71  -7.105
 10.82  -7.105
 10.93  -7.105
 11.02  -7.105
 11.13  -7.104
 11.24  -7.104
 11.34  -7.103
 11.44  -7.103
 11.54  -7.102
 11.64  -7.102
 11.74  -7.101
 11.85  -7.101
 11.95  -7.100
 12.06  -7.099
 12.16  -7.098
 12.26  -7.098
 12.37  -7.097
 12.49  -7.096
 12.59  -7.095
 12.69  -7.095
 12.79  -7.094
 12.90  -7.093
 13.00  -7.092
 13.10  -7.091
 13.20  -7.090
 13.31  -7.090
 13.41  -7.089
 13.51  -7.088
 13.62  -7.087
 13.71  -7.086
 13.81  -7.085
 13.91  -7.085
 14.01  -7.084
 14.11  -7.083
 14.22  -7.083
 14.32  -7.082
 14.42  -7.082
 14.53  -7.081
 14.63  -7.081
 14.73  -7.080
 14.83  -7.080
 14.93  -7.079
 15.04  -7.079
 15.14  -7.078
 15.24  -7.078
 15.34  -7.077
 15.44  -7.077
 15.55  -7.076
 15.64  -7.076
 15.75  -7.076
 15.85  -7.075
 15.95  -7.075
 16.05  -7.074
 16.15  -7.074
 16.25  -7.074
 16.36  -7.074
 16.46  -7.074
 16.56  -7.075
 16.67  -7.075
 16.77  -7.075
 16.87  -7.076
 16.97  -7.076
 17.08  -7.077
 17.18  -7.077
 17.28  -7.078
 17.38  -7.078
 17.47  -7.079
 17.58  -7.079
 17.68  -7.080
 17.78  -7.082
 17.88  -7.083
 17.98  -7.085
 18.09  -7.087
 18.19  -7.090
 18.29  -7.093
 18.39  -7.096
 18.50  -7.100
 18.60  -7.104
 18.70  -7.108
 18.81  -7.113
 18.91  -7.118
 19.01  -7.124
 19.11  -7.129
 19.20  -7.135
 19.31  -7.142
 19.41  -7.148
 19.51  -7.154
 19.61  -7.161
 19.71  -7.167
 19.81  -7.174
 19.92  -7.180
 20.02  -7.187
 20.12  -7.194
 20.23  -7.201
 20.33  -7.208
 20.43  -7.215
 20.53  -7.222
 20.63  -7.230
 20.74  -7.237
 20.84  -7.244
 20.94  -7.252
 21.03  -7.260
 21.14  -7.267
 21.24  -7.275
 21.34  -7.283
 21.44  -7.290
 21.55  -7.298
 21.65  -7.306
 21.75  -7.314
 21.85  -7.321
 21.96  -7.329
 22.06  -7.337
 22.16  -7.344
 22.26  -7.352
 22.36  -7.359
 22.47  -7.366
 22.57  -7.374
 22.67  -7.381
 22.77  -7.389
 22.86  -7.397
 22.97  -7.404
 23.07  -7.412
 23.17  -7.420
 23.27  -7.427
 23.38  -7.435
 23.48  -7.443
 23.58  -7.451
 23.68  -7.459
 23.78  -7.466
 23.89  -7.474
 23.99  -7.482
 24.09  -7.490
 24.19  -7.498
 24.29  -7.506
 24.39  -7.514
 24.50  -7.521
 24.60  -7.529
 24.69  -7.537
 24.80  -7.545
 24.90  -7.552
 25.00  -7.560
 25.10  -7.568
 25.20  -7.575
 25.31  -7.583
 25.41  -7.591
 25.51  -7.598
 25.61  -7.606
 25.72  -7.613
 25.82  -7.621
 25.92  -7.628
 26.02  -7.636
 26.12  -7.643
 26.22  -7.651
 26.33  -7.659
 26.43  -7.666
 26.53  -7.674
 26.63  -7.681
 26.73  -7.689
 26.83  -7.697
 26.93  -7.704
 27.03  -7.712
 27.14  -7.720
 27.24  -7.728
 27.34  -7.736
 27.44  -7.743
 27.55  -7.751
 27.65  -7.758
 27.75  -7.766
 27.85  -7.773
 27.95  -7.780
 28.05  -7.787
 28.16  -7.794
 28.26  -7.801
 28.36  -7.808
 28.45  -7.814
 28.55  -7.821
 28.65  -7.827
 28.75  -7.834
 28.85  -7.840
 28.95  -7.846
 29.05  -7.851
 29.15  -7.857
 29.25  -7.863
 29.35  -7.868
 29.45  -7.874
 29.55  -7.879
 29.65  -7.884
 29.75  -7.889
 29.85  -7.894
 29.95  -7.899
 30.05  -7.903
 30.14  -7.908
 30.24  -7.912
 30.35  -7.915
 30.44  -7.919
 30.54  -7.923
 30.64  -7.927
 30.74  -7.930
 30.83  -7.934
 30.93  -7.938
 31.03  -7.942
 31.14  -7.946
 31.23  -7.950
 31.33  -7.954
 31.43  -7.958
 31.53  -7.963
 31.63  -7.967
 31.73  -7.971
 31.83  -7.976
 31.93  -7.981
 32.03  -7.985
 32.13  -7.990
 32.23  -7.995
 32.32  -8.000
 32.42  -8.006
 32.52  -8.011
 32.62  -8.016
 32.72  -8.022
 32.82  -8.027
 32.92  -8.033
 33.02  -8.039
 33.12  -8.045
 33.22  -8.051
 33.32  -8.058
 33.42  -8.065
 33.52  -8.072
 33.62  -8.079
 33.72  -8.086
 33.82  -8.093
 33.92  -8.101
 34.02  -8.108
