  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Kugrua Test Well #1 
  File name:   KAG_81AUG29 
  Log date:    29-AUG-1981 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 12.19  -8.091
 15.24  -8.002
 18.29  -7.885
 21.34  -7.772
 24.38  -7.700
 27.43  -7.639
 30.48  -7.606
 33.53  -7.576
 36.58  -7.542
 39.62  -7.518
 42.67  -7.485
 45.72  -7.448
 48.77  -7.398
 51.82  -7.347
 54.86  -7.294
 57.91  -7.226
 60.96  -7.139
 64.01  -7.073
 67.06  -7.012
 70.10  -6.945
 73.15  -6.850
 76.20  -6.754
 79.25  -6.658
 82.30  -6.563
 85.34  -6.466
 88.39  -6.352
 91.44  -6.253
 94.49  -6.142
 97.54  -6.022
100.58  -5.906
103.63  -5.819
106.68  -5.679
109.73  -5.571
112.78  -5.462
115.82  -5.334
118.87  -5.207
121.92  -5.100
124.97  -4.940
128.02  -4.816
131.06  -4.685
134.11  -4.565
137.16  -4.430
140.21  -4.309
143.26  -4.193
146.30  -4.064
149.35  -3.922
152.40  -3.795
155.45  -3.688
158.50  -3.575
161.54  -3.435
164.59  -3.330
167.64  -3.197
170.69  -3.059
173.74  -2.950
176.78  -2.826
179.83  -2.702
182.88  -2.569
185.93  -2.472
188.98  -2.380
192.02  -2.287
195.07  -2.182
198.12  -2.055
201.17  -1.948
204.22  -1.855
207.26  -1.761
210.31  -1.649
213.36  -1.575
216.41  -1.469
219.46  -1.331
222.50  -1.267
225.55  -1.213
228.60  -1.175
231.65  -1.123
234.70  -1.045
237.74  -0.943
240.79  -0.834
243.84  -0.752
246.89  -0.659
249.94  -0.555
252.98  -0.484
256.03  -0.391
259.08  -0.274
262.13  -0.200
265.18  -0.093
268.22  -0.003
271.27   0.073
274.32   0.160
277.37   0.242
280.42   0.323
283.46   0.401
286.51   0.501
289.56   0.609
292.61   0.693
295.66   0.793
298.70   0.885
301.75   0.957
304.80   1.044
307.85   1.148
310.90   1.246
313.94   1.337
316.99   1.441
320.04   1.572
323.09   1.682
326.14   1.807
329.18   1.922
332.23   2.066
335.28   2.181
338.33   2.291
341.38   2.403
344.42   2.509
347.47   2.656
350.52   2.758
353.57   2.870
356.62   2.960
359.66   3.076
362.71   3.200
365.76   3.348
368.81   3.481
371.86   3.587
374.90   3.718
377.95   3.847
408.43   4.923
411.48   5.013
414.53   5.107
417.58   5.183
420.62   5.292
423.67   5.363
426.72   5.466
429.77   5.506
432.82   5.566
435.86   5.698
438.91   5.777
441.96   5.864
445.01   5.947
448.06   6.005
451.10   6.059
454.15   6.147
457.20   6.228
460.25   6.292
463.30   6.368
466.34   6.445
469.39   6.501
472.44   6.620
475.49   6.735
478.54   6.868
481.58   6.948
484.63   7.065
487.68   7.139
490.73   7.259
493.78   7.358
496.82   7.426
499.87   7.554
502.92   7.662
505.97   7.764
509.02   7.853
512.07   7.956
515.11   8.025
518.16   8.118
521.21   8.225
