  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    24-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Atigaru Test Well #1 
  File name:   ATI_79SEP12 
  Log date:    12-SEP-1979 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 12.19  -9.397
 15.24  -9.362
 18.29  -9.350
 21.34  -9.346
 24.38  -9.345
 27.43  -9.344
 30.48  -9.314
 33.53  -9.297
 36.58  -9.287
 39.62  -9.283
 42.67  -9.273
 45.72  -9.254
 48.77  -9.228
 51.82  -9.197
 54.86  -9.145
 57.91  -9.084
 60.96  -9.032
 64.01  -8.981
 67.06  -8.912
 70.10  -8.881
 73.15  -8.794
 76.20  -8.743
 79.25  -8.678
 82.30  -8.632
 85.34  -8.570
 88.39  -8.515
 91.44  -8.455
 94.49  -8.397
 97.54  -8.343
100.58  -8.278
103.63  -8.226
106.68  -8.161
109.73  -8.101
112.78  -8.034
115.82  -7.980
118.87  -7.912
121.92  -7.849
124.97  -7.783
128.02  -7.700
131.06  -7.640
134.11  -7.578
137.16  -7.523
140.21  -7.458
143.26  -7.379
146.30  -7.317
149.35  -7.258
152.40  -7.205
155.45  -7.136
158.50  -7.072
161.54  -7.013
164.59  -6.943
167.64  -6.880
170.69  -6.823
173.74  -6.751
176.78  -6.689
179.83  -6.603
182.88  -6.549
185.93  -6.503
188.98  -6.415
192.02  -6.347
195.07  -6.278
198.12  -6.195
201.17  -6.118
204.22  -6.075
207.26  -6.003
210.31  -5.946
213.36  -5.873
216.41  -5.790
219.46  -5.705
222.50  -5.624
225.55  -5.538
228.60  -5.468
231.65  -5.373
234.70  -5.269
237.74  -5.145
240.79  -5.022
243.84  -4.896
246.89  -4.760
249.94  -4.661
252.98  -4.571
256.03  -4.488
259.08  -4.422
262.13  -4.367
265.18  -4.308
268.22  -4.244
271.27  -4.201
274.32  -4.142
277.37  -4.076
280.42  -4.003
283.46  -3.933
286.51  -3.867
289.56  -3.791
292.61  -3.704
295.66  -3.595
298.70  -3.481
301.75  -3.407
304.80  -3.317
307.85  -3.238
310.90  -3.150
313.94  -3.055
316.99  -2.972
320.04  -2.886
323.09  -2.792
326.14  -2.694
329.18  -2.607
332.23  -2.476
335.28  -2.395
338.33  -2.276
341.38  -2.192
344.42  -2.033
347.47  -1.888
350.52  -1.746
353.57  -1.614
356.62  -1.510
359.66  -1.384
362.71  -1.239
377.95  -0.559
381.00  -0.469
384.05  -0.300
387.10  -0.156
390.14   0.001
393.19   0.114
396.24   0.259
399.29   0.390
402.34   0.532
405.38   0.672
408.43   0.837
411.48   0.994
414.53   1.117
417.58   1.238
420.62   1.387
423.67   1.548
426.72   1.717
429.77   1.883
432.82   2.045
435.86   2.178
438.91   2.377
441.96   2.512
445.01   2.668
448.06   2.820
451.10   3.000
454.15   3.146
457.20   3.310
460.25   3.473
463.30   3.566
466.34   3.737
469.39   3.885
472.44   4.036
475.49   4.211
478.54   4.343
481.58   4.547
484.63   4.693
487.68   4.833
490.73   5.052
493.78   5.214
496.82   5.421
499.87   5.568
502.92   5.749
505.97   5.923
509.02   6.083
512.07   6.285
515.11   6.451
518.16   6.600
521.21   6.780
524.26   6.947
527.31   7.171
530.35   7.309
533.40   7.468
536.45   7.620
539.50   7.801
542.55   7.922
545.59   8.083
548.64   8.261
551.69   8.404
554.74   8.551
557.79   8.713
560.83   8.836
563.88   9.006
566.93   9.167
569.98   9.317
573.03   9.457
576.07   9.604
579.12   9.751
582.17   9.888
585.22  10.031
588.27  10.195
591.31  10.303
594.36  10.435
597.41  10.562
600.46  10.703
603.51  10.819
606.55  10.944
609.60  11.083
