  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Tulageak Test Well #1 
  File name:   TUL_84AUG03b_c_d 
  Log date:    03-AUG-1984 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 56.02  -9.300
 56.33  -9.293
 56.64  -9.285
 56.95  -9.277
 57.26  -9.270
 57.57  -9.264
 57.88  -9.258
 58.19  -9.252
 58.51  -9.246
 58.82  -9.239
 59.13  -9.233
 59.44  -9.226
 59.75  -9.219
 60.06  -9.212
 60.37  -9.205
 60.68  -9.198
 61.00  -9.190
 61.31  -9.182
 61.62  -9.174
 61.93  -9.166
 62.24  -9.158
 62.55  -9.150
 62.86  -9.142
 63.17  -9.135
 63.49  -9.127
 63.80  -9.119
 64.11  -9.111
 64.42  -9.103
 64.73  -9.095
 65.04  -9.087
 65.35  -9.079
 65.66  -9.071
 65.97  -9.064
 66.29  -9.056
 66.60  -9.048
 66.91  -9.041
 67.22  -9.034
 67.53  -9.027
 67.84  -9.020
 68.15  -9.013
 68.46  -9.006
 68.78  -8.999
 69.09  -8.991
 69.40  -8.984
 69.71  -8.977
 70.02  -8.969
 70.33  -8.962
 70.64  -8.954
 70.95  -8.947
 71.27  -8.939
 71.58  -8.931
 71.89  -8.923
 72.20  -8.915
 72.51  -8.907
 72.82  -8.899
 73.13  -8.891
 73.44  -8.882
 73.75  -8.873
 74.07  -8.865
 74.38  -8.856
 74.69  -8.847
 75.00  -8.838
 75.31  -8.829
 75.62  -8.820
 75.93  -8.811
 76.24  -8.803
 76.56  -8.794
 76.87  -8.785
 77.18  -8.776
 77.49  -8.767
 77.80  -8.758
 78.11  -8.749
 78.42  -8.739
 78.73  -8.730
 79.05  -8.721
 79.36  -8.712
 79.67  -8.703
 79.98  -8.694
 80.29  -8.684
 80.60  -8.675
 80.91  -8.666
 81.22  -8.657
 81.53  -8.648
 81.85  -8.638
 82.16  -8.629
 82.47  -8.620
 82.78  -8.610
 83.09  -8.601
 83.40  -8.591
 83.71  -8.582
 84.02  -8.572
 84.34  -8.563
 84.65  -8.554
 84.96  -8.544
 85.27  -8.535
 85.58  -8.526
 85.89  -8.516
 86.20  -8.507
 86.51  -8.498
 86.83  -8.489
 87.14  -8.479
 87.45  -8.470
 87.76  -8.461
 88.07  -8.451
 88.38  -8.442
 88.69  -8.433
 89.00  -8.423
 89.31  -8.414
 89.63  -8.404
 89.94  -8.395
 90.25  -8.386
 90.56  -8.376
 90.87  -8.367
 91.18  -8.357
 91.49  -8.347
 91.80  -8.338
 92.12  -8.328
 92.43  -8.318
 92.74  -8.309
 93.05  -8.299
 93.36  -8.289
 93.67  -8.279
 93.98  -8.269
 94.29  -8.260
 94.61  -8.250
 94.92  -8.240
 95.23  -8.230
 95.54  -8.220
 95.85  -8.210
 96.16  -8.200
 96.47  -8.190
 96.78  -8.180
 97.09  -8.170
 97.41  -8.160
 97.72  -8.150
 98.03  -8.140
 98.34  -8.130
 98.65  -8.121
 98.96  -8.111
 99.27  -8.101
 99.58  -8.091
 99.90  -8.080
