  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Koluktak Test Well #1 
  File name:   KOL_84JUL30_c_d 
  Log date:    30-JUL-1984 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 14.02  -7.499
 14.33  -7.481
 14.63  -7.462
 14.94  -7.446
 15.24  -7.432
 15.54  -7.421
 15.85  -7.411
 16.15  -7.402
 16.46  -7.393
 16.76  -7.384
 17.07  -7.376
 17.37  -7.368
 17.68  -7.360
 17.98  -7.353
 18.29  -7.347
 18.59  -7.341
 18.90  -7.336
 19.20  -7.332
 19.51  -7.328
 19.81  -7.326
 20.12  -7.325
 20.42  -7.325
 20.73  -7.325
 21.03  -7.325
 21.34  -7.326
 21.64  -7.326
 21.95  -7.326
 22.25  -7.327
 22.56  -7.326
 22.86  -7.326
 23.16  -7.326
 23.47  -7.326
 23.77  -7.326
 24.08  -7.327
 24.38  -7.328
 24.69  -7.330
 24.99  -7.333
 25.30  -7.335
 25.60  -7.339
 25.91  -7.342
 26.21  -7.345
 26.52  -7.349
 26.82  -7.353
 27.13  -7.356
 27.43  -7.360
 27.74  -7.364
 28.04  -7.367
 28.35  -7.370
 28.65  -7.373
 28.96  -7.376
 29.26  -7.378
 29.57  -7.380
 29.87  -7.381
 30.18  -7.381
 30.48  -7.381
 30.78  -7.381
 31.09  -7.380
 31.39  -7.380
 31.70  -7.380
 32.00  -7.379
 32.31  -7.379
 32.61  -7.379
 32.92  -7.379
 33.22  -7.378
 33.53  -7.378
 33.83  -7.377
 34.14  -7.377
 34.44  -7.376
 34.75  -7.375
 35.05  -7.373
 35.36  -7.371
 35.66  -7.369
 35.97  -7.368
 36.27  -7.365
 36.58  -7.363
 36.88  -7.361
 37.19  -7.358
 37.49  -7.356
