  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   North Kalikpik Test Well #1 
  File name:   NKP_84AUG01a_c_d 
  Log date:    01-AUG-1984 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 15.54  -9.539
 15.85  -9.517
 16.15  -9.495
 16.46  -9.473
 16.76  -9.454
 17.07  -9.437
 17.37  -9.420
 17.68  -9.404
 17.98  -9.387
 18.29  -9.370
 18.59  -9.353
 18.90  -9.337
 19.20  -9.321
 19.51  -9.305
 20.42  -9.258
 20.73  -9.244
 21.03  -9.229
 21.34  -9.215
 21.64  -9.200
 21.95  -9.186
 22.25  -9.172
 22.56  -9.158
 22.86  -9.144
 23.16  -9.131
 23.47  -9.117
 23.77  -9.103
 24.08  -9.090
 24.38  -9.076
 24.69  -9.063
 24.99  -9.050
 25.30  -9.036
 25.60  -9.023
 25.91  -9.009
 26.21  -8.996
 26.52  -8.982
 26.82  -8.968
 27.13  -8.954
 27.43  -8.941
 27.74  -8.927
 28.04  -8.913
 28.35  -8.899
 28.65  -8.886
 28.96  -8.873
 29.57  -8.847
 29.87  -8.835
 30.18  -8.822
 30.48  -8.810
 30.78  -8.798
 31.09  -8.786
 31.39  -8.774
 31.70  -8.762
 32.00  -8.751
 32.31  -8.739
 32.61  -8.728
 32.92  -8.716
 33.22  -8.705
 33.53  -8.694
 33.83  -8.683
 34.14  -8.672
 34.44  -8.662
 34.75  -8.651
 35.05  -8.640
 35.36  -8.630
 35.66  -8.620
 35.97  -8.609
 36.27  -8.600
 36.58  -8.590
 36.88  -8.581
 37.19  -8.572
 37.49  -8.562
 37.80  -8.553
 38.10  -8.543
 38.40  -8.534
 38.71  -8.524
 39.01  -8.515
 39.32  -8.505
 39.62  -8.495
 40.23  -8.474
 40.54  -8.464
 40.84  -8.453
 41.15  -8.442
 41.45  -8.431
 41.76  -8.419
 42.06  -8.408
 42.37  -8.396
 42.67  -8.384
 42.98  -8.373
 43.28  -8.361
 43.59  -8.349
 43.89  -8.338
 44.20  -8.326
 44.50  -8.315
 44.81  -8.303
 45.11  -8.292
 45.42  -8.280
 45.72  -8.269
 46.02  -8.257
 46.33  -8.246
 46.63  -8.235
 46.94  -8.224
 47.24  -8.212
 47.55  -8.201
 47.85  -8.189
 48.16  -8.178
 48.46  -8.166
 48.77  -8.154
 49.07  -8.142
 49.38  -8.130
 49.68  -8.118
 49.99  -8.105
 50.29  -8.093
 50.60  -8.080
 50.90  -8.067
 51.21  -8.054
 51.82  -8.027
 52.12  -8.014
 52.43  -8.000
 52.73  -7.987
 53.04  -7.974
 53.34  -7.960
 53.95  -7.934
 54.25  -7.922
 54.56  -7.909
 54.86  -7.896
 55.17  -7.884
 55.47  -7.871
 55.78  -7.860
 56.08  -7.848
 56.39  -7.837
 56.69  -7.826
 57.00  -7.815
 57.30  -7.803
 57.61  -7.792
 57.91  -7.780
 58.22  -7.767
 58.52  -7.755
 58.83  -7.742
 59.13  -7.729
 59.44  -7.715
 59.74  -7.701
 60.05  -7.687
 60.35  -7.672
 60.66  -7.657
 60.96  -7.640
 61.26  -7.624
 61.57  -7.607
 61.87  -7.591
 62.18  -7.574
 62.48  -7.557
 62.79  -7.541
 63.09  -7.525
 63.40  -7.509
 63.70  -7.494
 64.01  -7.479
 64.31  -7.464
 64.62  -7.449
 64.92  -7.435
 65.23  -7.421
 65.53  -7.408
 65.84  -7.395
 66.14  -7.383
 66.45  -7.370
 66.75  -7.358
 67.06  -7.346
 67.36  -7.333
 67.67  -7.320
 67.97  -7.307
 68.28  -7.293
 68.58  -7.279
 68.88  -7.264
 69.19  -7.249
 69.49  -7.234
 69.80  -7.219
 70.10  -7.203
 70.41  -7.187
 70.71  -7.170
 71.02  -7.153
 71.32  -7.136
 71.63  -7.118
 71.93  -7.100
 72.24  -7.083
 72.54  -7.065
 72.85  -7.048
 73.15  -7.031
 73.46  -7.014
 73.76  -6.997
 74.07  -6.979
 74.37  -6.962
 74.68  -6.945
 74.98  -6.928
 75.29  -6.911
 75.59  -6.894
 75.90  -6.877
 76.20  -6.860
 76.81  -6.826
 77.11  -6.809
 77.42  -6.792
 77.72  -6.775
 78.03  -6.758
 78.33  -6.740
 78.64  -6.723
 78.94  -6.705
 79.25  -6.687
 79.55  -6.670
 79.86  -6.652
 80.16  -6.634
 80.47  -6.616
 80.77  -6.597
 81.08  -6.579
 81.38  -6.561
 81.69  -6.543
 81.99  -6.525
 82.30  -6.507
 82.60  -6.489
 82.91  -6.472
 83.21  -6.455
 83.52  -6.438
 83.82  -6.421
 84.12  -6.404
 84.43  -6.388
 84.73  -6.371
 85.04  -6.356
 85.34  -6.340
 85.65  -6.325
 85.95  -6.310
 86.26  -6.294
 86.56  -6.279
 86.87  -6.264
 87.17  -6.248
 87.48  -6.232
 87.78  -6.216
 88.09  -6.200
 88.39  -6.183
 88.70  -6.166
 89.00  -6.150
 89.31  -6.132
 89.61  -6.115
 89.92  -6.098
 90.22  -6.081
 90.53  -6.063
 90.83  -6.046
 91.14  -6.028
 91.44  -6.010
 91.74  -5.992
 92.05  -5.973
 92.35  -5.954
 92.66  -5.934
 92.96  -5.914
 93.27  -5.894
 93.57  -5.874
 93.88  -5.854
 94.18  -5.834
 94.49  -5.815
 94.79  -5.796
 95.10  -5.777
 95.40  -5.759
 95.71  -5.741
 96.01  -5.723
 96.32  -5.705
 96.62  -5.688
 96.93  -5.671
 97.23  -5.654
 97.54  -5.638
 97.84  -5.621
 98.15  -5.605
 98.45  -5.589
 98.76  -5.573
 99.06  -5.556
 99.36  -5.540
 99.67  -5.522
 99.97  -5.504
100.28  -5.486
