  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Tunalik Test Well #1 
  File name:   TLK_84JUL31b_c_d 
  Log date:    31-JUL-1984 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 22.86  -7.817
 23.16  -7.799
 23.47  -7.779
 23.77  -7.760
 24.08  -7.745
 24.38  -7.731
 24.69  -7.717
 24.99  -7.704
 25.30  -7.691
 25.60  -7.677
 25.91  -7.664
 26.21  -7.651
 26.52  -7.638
 26.82  -7.626
 27.13  -7.613
 27.43  -7.601
 27.74  -7.588
 28.04  -7.576
 28.35  -7.564
 28.65  -7.552
 28.96  -7.541
 29.26  -7.530
 29.57  -7.519
 29.87  -7.508
 30.18  -7.498
 30.48  -7.488
 30.78  -7.478
 31.09  -7.468
 31.39  -7.459
 31.70  -7.449
 32.00  -7.441
 32.31  -7.432
 32.61  -7.425
 32.92  -7.417
 33.22  -7.410
 33.53  -7.404
 33.83  -7.398
 34.14  -7.393
 34.44  -7.388
 34.75  -7.383
 35.05  -7.378
 35.36  -7.373
 35.66  -7.369
 35.97  -7.365
 36.27  -7.360
 36.58  -7.356
 36.88  -7.352
 37.19  -7.349
 37.49  -7.345
 37.80  -7.342
 38.10  -7.338
 38.40  -7.335
 38.71  -7.332
 39.01  -7.329
 39.32  -7.326
 39.62  -7.323
 39.93  -7.319
 40.23  -7.316
 40.54  -7.313
 40.84  -7.310
 41.15  -7.307
 41.45  -7.304
 41.76  -7.301
 42.06  -7.299
 42.37  -7.296
 42.67  -7.293
 42.98  -7.291
 43.28  -7.288
 43.59  -7.286
 43.89  -7.283
 44.20  -7.281
 44.50  -7.278
 44.81  -7.276
 45.11  -7.273
 45.42  -7.271
 45.72  -7.268
 46.02  -7.266
 46.33  -7.263
 46.63  -7.260
 46.94  -7.258
 47.24  -7.255
 47.55  -7.252
 47.85  -7.250
 48.16  -7.247
 48.46  -7.244
 48.77  -7.242
 49.07  -7.239
 49.38  -7.236
 49.68  -7.233
 49.99  -7.231
 50.29  -7.228
 50.60  -7.225
 50.90  -7.221
 51.21  -7.218
 51.51  -7.214
 51.82  -7.210
 52.12  -7.206
 52.43  -7.202
 52.73  -7.197
 53.04  -7.193
 53.34  -7.189
 53.64  -7.185
 53.95  -7.181
 54.25  -7.177
 54.56  -7.173
 54.86  -7.170
 55.17  -7.166
 55.47  -7.162
 55.78  -7.158
 56.08  -7.155
 56.39  -7.152
 56.69  -7.148
 57.00  -7.146
 57.30  -7.143
 57.61  -7.141
 57.91  -7.139
 58.22  -7.137
 58.52  -7.136
 58.83  -7.134
 59.13  -7.133
 59.44  -7.132
 59.74  -7.131
 60.05  -7.130
 60.35  -7.129
 60.66  -7.127
 60.96  -7.126
 61.26  -7.124
 61.57  -7.123
 61.87  -7.122
 62.18  -7.120
 62.48  -7.119
 62.79  -7.118
 63.09  -7.117
 63.40  -7.116
 63.70  -7.115
 64.01  -7.114
 64.31  -7.113
 64.62  -7.111
 64.92  -7.110
 65.23  -7.109
 65.53  -7.108
 65.84  -7.106
 66.14  -7.105
 66.45  -7.103
 66.75  -7.101
 67.06  -7.099
 67.36  -7.097
 67.67  -7.094
 67.97  -7.092
 68.28  -7.089
 68.58  -7.086
 68.88  -7.082
 69.19  -7.079
 69.49  -7.074
 69.80  -7.070
 70.10  -7.065
 70.41  -7.059
 70.71  -7.053
 71.02  -7.047
 71.32  -7.041
 71.63  -7.034
 71.93  -7.027
 72.24  -7.020
 72.54  -7.013
 72.85  -7.005
 73.15  -6.997
 73.46  -6.989
 73.76  -6.981
 74.07  -6.972
