  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Ikpikpuk Test Well #1 
  File name:   IKP_81AUG23 
  Log date:    23-AUG-1981 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 12.19  -8.032
 15.24  -7.804
 18.29  -7.634
 21.34  -7.472
 24.38  -7.339
 27.43  -7.226
 30.48  -7.154
 33.53  -7.109
 36.58  -7.092
 39.62  -7.087
 42.67  -7.085
 45.72  -7.062
 48.77  -7.030
 51.82  -7.008
 54.86  -6.973
 57.91  -6.915
 60.96  -6.828
 64.01  -6.727
 67.06  -6.667
 70.10  -6.604
 73.15  -6.541
 76.20  -6.467
 79.25  -6.398
 82.30  -6.341
 85.34  -6.252
 88.39  -6.159
 91.44  -6.043
 94.49  -5.954
 97.54  -5.823
100.58  -5.668
103.63  -5.567
106.68  -5.436
109.73  -5.336
112.78  -5.229
115.82  -5.085
118.87  -4.946
121.92  -4.805
124.97  -4.678
128.02  -4.591
131.06  -4.499
134.11  -4.407
137.16  -4.346
140.21  -4.300
143.26  -4.192
146.30  -4.055
149.35  -3.932
152.40  -3.836
155.45  -3.715
158.50  -3.590
161.54  -3.536
164.59  -3.561
167.64  -3.615
170.69  -3.620
173.74  -3.543
176.78  -3.393
179.83  -3.258
182.88  -3.072
185.93  -2.964
188.98  -2.893
192.02  -2.850
195.07  -2.818
198.12  -2.800
201.17  -2.856
204.22  -2.867
207.26  -2.842
210.31  -2.773
213.36  -2.698
216.41  -2.623
219.46  -2.559
222.50  -2.503
225.55  -2.452
228.60  -2.391
231.65  -2.343
234.70  -2.213
237.74  -2.079
240.79  -1.906
243.84  -1.757
246.89  -1.595
249.94  -1.532
252.98  -1.556
256.03  -1.564
259.08  -1.530
262.13  -1.405
265.18  -1.227
268.22  -1.129
271.27  -1.090
274.32  -1.024
277.37  -0.865
280.42  -0.744
289.56  -0.865
292.61  -0.804
295.66  -0.716
298.70  -0.640
301.75  -0.589
304.80  -0.524
307.85  -0.454
310.90  -0.355
313.94  -0.221
316.99  -0.069
320.04   0.141
323.09   0.315
326.14   0.495
329.18   0.650
332.23   0.795
335.28   0.887
338.33   0.981
341.38   1.060
344.42   1.144
347.47   1.207
350.52   1.274
353.57   1.345
356.62   1.407
359.66   1.462
362.71   1.533
365.76   1.610
368.81   1.691
371.86   1.813
374.90   1.882
377.95   1.959
381.00   2.040
384.05   2.103
387.10   2.163
390.14   2.231
393.19   2.318
396.24   2.400
399.29   2.481
402.34   2.558
405.38   2.645
408.43   2.730
411.48   2.795
414.53   2.852
417.58   2.908
420.62   2.983
423.67   3.067
426.72   3.135
429.77   3.209
432.82   3.286
435.86   3.366
438.91   3.435
441.96   3.510
445.01   3.607
448.06   3.683
451.10   3.778
454.15   3.883
457.20   3.983
460.25   4.078
463.30   4.173
466.34   4.273
469.39   4.355
472.44   4.437
475.49   4.518
478.54   4.582
481.58   4.637
484.63   4.686
487.68   4.804
490.73   4.927
493.78   5.028
496.82   5.127
499.87   5.205
502.92   5.285
505.97   5.366
509.02   5.468
512.07   5.580
515.11   5.677
518.16   5.782
521.21   5.891
524.26   5.992
527.31   6.056
530.35   6.141
533.40   6.221
536.45   6.305
539.50   6.379
542.55   6.461
545.59   6.524
548.64   6.591
551.69   6.674
554.74   6.757
557.79   6.852
560.83   6.931
563.88   7.007
566.93   7.089
569.98   7.184
573.03   7.291
576.07   7.394
579.12   7.472
582.17   7.533
585.22   7.613
588.27   7.721
591.31   7.834
594.36   7.954
597.41   8.076
600.46   8.173
603.51   8.265
606.55   8.353
609.60   8.478
