  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    28-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   North Kalikpik Test Well #1 
  File name:   NKP_84AUG01b_c_d 
  Log date:    01-AUG-1984 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
146.30  -3.076
146.61  -3.054
146.91  -3.032
147.22  -3.010
147.52  -2.991
147.83  -2.974
148.13  -2.958
148.44  -2.942
148.74  -2.925
149.05  -2.908
149.35  -2.892
149.66  -2.876
149.96  -2.860
150.27  -2.844
150.57  -2.828
150.88  -2.813
151.18  -2.797
151.49  -2.782
151.79  -2.766
152.10  -2.751
152.40  -2.735
152.71  -2.720
153.01  -2.704
153.31  -2.689
153.62  -2.674
153.92  -2.659
154.23  -2.644
154.53  -2.629
154.84  -2.614
155.14  -2.599
155.45  -2.583
155.75  -2.568
156.06  -2.553
156.36  -2.537
156.67  -2.521
156.97  -2.505
157.28  -2.488
157.58  -2.472
157.89  -2.455
158.19  -2.438
158.50  -2.422
158.80  -2.405
159.11  -2.389
159.41  -2.373
159.72  -2.356
160.02  -2.340
160.33  -2.324
160.63  -2.307
160.93  -2.291
161.24  -2.275
161.54  -2.259
161.85  -2.243
162.15  -2.227
162.46  -2.212
162.76  -2.196
163.07  -2.182
163.37  -2.167
163.68  -2.153
163.98  -2.138
164.29  -2.124
164.59  -2.110
164.90  -2.095
165.20  -2.081
165.51  -2.066
165.81  -2.051
166.12  -2.037
166.42  -2.022
166.73  -2.007
167.03  -1.992
167.34  -1.977
167.64  -1.962
167.95  -1.947
168.25  -1.932
168.55  -1.916
168.86  -1.901
169.16  -1.884
169.47  -1.868
169.77  -1.851
170.08  -1.835
170.38  -1.818
170.69  -1.801
170.99  -1.785
171.30  -1.768
171.60  -1.751
171.91  -1.735
172.21  -1.718
172.52  -1.702
172.82  -1.685
173.13  -1.669
173.43  -1.652
173.74  -1.636
174.04  -1.619
174.35  -1.603
174.65  -1.586
174.96  -1.570
175.26  -1.553
175.57  -1.537
175.87  -1.521
176.17  -1.505
176.48  -1.489
176.78  -1.473
177.09  -1.457
177.39  -1.441
177.70  -1.425
178.00  -1.409
178.31  -1.392
178.61  -1.376
178.92  -1.360
179.22  -1.344
179.53  -1.328
179.83  -1.313
180.14  -1.297
180.44  -1.281
180.75  -1.266
181.05  -1.250
181.36  -1.235
181.66  -1.219
181.97  -1.204
182.27  -1.189
182.58  -1.174
182.88  -1.159
183.19  -1.144
183.49  -1.129
183.79  -1.114
184.10  -1.099
184.40  -1.084
184.71  -1.069
185.01  -1.055
185.32  -1.040
185.62  -1.025
185.93  -1.010
186.23  -0.996
186.54  -0.981
186.84  -0.967
187.15  -0.952
187.45  -0.937
187.76  -0.923
188.06  -0.908
188.37  -0.894
188.67  -0.879
188.98  -0.865
189.28  -0.850
189.59  -0.836
189.89  -0.821
190.20  -0.807
190.50  -0.793
190.81  -0.779
191.11  -0.764
191.41  -0.750
191.72  -0.736
192.02  -0.722
192.33  -0.708
192.63  -0.694
192.94  -0.680
193.24  -0.666
193.55  -0.652
193.85  -0.638
194.16  -0.624
194.46  -0.611
194.77  -0.597
195.07  -0.583
195.38  -0.569
195.68  -0.556
195.99  -0.542
196.29  -0.528
196.60  -0.515
196.90  -0.501
197.21  -0.487
197.51  -0.474
197.82  -0.460
198.12  -0.446
198.43  -0.433
198.73  -0.419
199.03  -0.405
199.34  -0.392
199.64  -0.378
199.95  -0.364
200.25  -0.350
200.56  -0.336
200.86  -0.323
201.17  -0.309
201.47  -0.295
201.78  -0.281
202.08  -0.267
202.39  -0.254
202.69  -0.240
203.00  -0.226
203.30  -0.212
203.61  -0.198
203.91  -0.184
204.22  -0.170
204.52  -0.156
204.83  -0.142
205.13  -0.128
205.44  -0.114
205.74  -0.101
206.05  -0.087
206.35  -0.073
206.65  -0.059
206.96  -0.046
207.26  -0.032
207.57  -0.018
207.87  -0.004
208.18   0.010
208.48   0.024
208.79   0.038
209.09   0.053
209.40   0.067
209.70   0.081
210.01   0.095
210.31   0.109
210.62   0.124
210.92   0.139
211.23   0.154
211.53   0.169
211.84   0.184
212.14   0.200
212.45   0.216
212.75   0.231
213.06   0.247
213.36   0.263
213.67   0.279
213.97   0.295
214.27   0.310
214.58   0.326
214.88   0.342
215.19   0.357
215.49   0.373
215.80   0.388
216.10   0.404
216.41   0.419
216.71   0.435
217.02   0.450
217.32   0.465
217.63   0.480
217.93   0.494
218.24   0.509
218.54   0.523
218.85   0.537
219.15   0.551
219.46   0.565
219.76   0.579
220.07   0.593
220.37   0.607
220.68   0.622
220.98   0.636
221.29   0.650
221.59   0.664
221.89   0.679
222.20   0.693
222.50   0.707
222.81   0.721
223.11   0.735
223.42   0.749
223.72   0.763
224.03   0.777
224.33   0.791
224.64   0.805
224.94   0.819
225.25   0.833
225.55   0.848
225.86   0.862
226.16   0.876
226.47   0.890
226.77   0.904
227.08   0.918
227.38   0.932
227.69   0.946
227.99   0.960
228.30   0.974
228.60   0.989
228.91   1.003
229.21   1.018
229.51   1.032
229.82   1.047
230.12   1.062
230.43   1.077
230.73   1.092
231.04   1.107
231.34   1.122
231.65   1.137
231.95   1.152
232.26   1.167
232.56   1.182
232.87   1.197
233.17   1.213
233.48   1.228
233.78   1.242
234.09   1.258
234.39   1.273
234.70   1.287
235.00   1.302
235.31   1.317
235.61   1.332
235.92   1.347
236.22   1.361
236.53   1.376
236.83   1.390
237.13   1.405
237.44   1.419
237.74   1.433
238.05   1.448
238.35   1.462
238.66   1.477
238.96   1.491
239.27   1.505
239.57   1.520
239.88   1.534
240.18   1.549
240.49   1.563
240.79   1.577
241.10   1.592
241.40   1.606
241.71   1.620
242.01   1.634
242.32   1.648
242.62   1.661
242.93   1.675
243.23   1.689
243.54   1.703
243.84   1.716
244.15   1.730
244.45   1.744
244.75   1.758
245.06   1.772
245.36   1.786
245.67   1.800
245.97   1.813
246.28   1.827
246.58   1.841
246.89   1.855
247.19   1.870
247.50   1.884
247.80   1.899
248.11   1.913
248.41   1.928
248.72   1.943
249.02   1.958
249.33   1.974
249.63   1.989
249.94   2.004
250.24   2.019
250.55   2.035
250.85   2.050
251.16   2.065
251.46   2.080
251.77   2.096
252.07   2.111
252.37   2.126
252.68   2.142
252.98   2.157
253.29   2.172
253.59   2.187
253.90   2.202
254.20   2.217
254.51   2.232
254.81   2.246
255.12   2.261
255.42   2.276
255.73   2.290
256.03   2.305
256.34   2.319
256.64   2.334
256.95   2.349
257.25   2.363
257.56   2.378
257.86   2.393
258.17   2.408
258.47   2.422
258.78   2.437
259.08   2.452
259.39   2.467
259.69   2.481
259.99   2.496
260.30   2.511
260.60   2.526
260.91   2.541
261.21   2.556
261.52   2.572
261.82   2.587
262.13   2.602
262.43   2.617
262.74   2.632
263.04   2.647
263.35   2.662
263.65   2.677
263.96   2.692
264.26   2.707
264.57   2.722
264.87   2.737
265.18   2.752
265.48   2.766
265.79   2.781
266.09   2.796
266.40   2.811
266.70   2.825
267.01   2.840
267.31   2.855
267.61   2.869
267.92   2.884
268.22   2.898
268.53   2.913
268.83   2.927
269.14   2.942
269.44   2.956
269.75   2.971
270.05   2.985
270.36   3.000
270.66   3.014
270.97   3.028
271.27   3.043
271.58   3.057
271.88   3.071
272.19   3.086
