  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    24-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Atigaru Test Well #1 
  File name:   ATI_02AUG16a_c_d 
  Log date:    16-AUG-2002 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
  9.11  -9.064
  9.24  -9.064
  9.39  -9.064
  9.53  -9.064
  9.68  -9.064
  9.81  -9.064
  9.96  -9.064
 10.10  -9.064
 10.24  -9.064
 10.38  -9.064
 10.51  -9.064
 10.65  -9.064
 10.78  -9.064
 10.92  -9.064
 11.05  -9.064
 11.17  -9.064
 11.30  -9.064
 11.43  -9.064
 11.56  -9.064
 11.69  -9.064
 11.82  -9.063
 11.95  -9.063
 12.07  -9.062
 12.20  -9.062
 12.34  -9.061
 12.46  -9.061
 12.59  -9.061
 12.72  -9.060
 12.85  -9.060
 12.98  -9.060
 13.11  -9.060
 13.23  -9.061
 13.36  -9.061
 13.49  -9.062
 13.62  -9.063
 13.75  -9.063
 13.88  -9.064
 14.01  -9.065
 14.14  -9.066
 14.27  -9.068
 14.40  -9.069
 14.53  -9.072
 14.65  -9.075
 14.78  -9.078
 14.91  -9.083
 15.04  -9.089
 15.17  -9.095
 15.30  -9.102
 15.42  -9.110
 15.55  -9.117
 15.68  -9.125
 15.81  -9.134
 15.93  -9.142
 16.06  -9.150
 16.19  -9.159
 16.32  -9.167
 16.45  -9.176
 16.58  -9.185
 16.71  -9.194
 16.84  -9.203
 16.97  -9.212
 17.09  -9.222
 17.22  -9.231
 17.35  -9.240
 17.48  -9.250
 17.60  -9.259
 17.73  -9.268
 17.86  -9.277
 17.99  -9.285
 18.11  -9.294
 18.25  -9.302
 18.37  -9.311
 18.50  -9.319
 18.63  -9.327
 18.76  -9.334
 18.88  -9.342
 19.01  -9.350
 19.15  -9.357
 19.27  -9.364
 19.40  -9.371
 19.53  -9.378
 19.65  -9.385
 19.78  -9.391
 19.91  -9.398
 20.04  -9.404
 20.16  -9.411
 20.29  -9.417
 20.42  -9.424
 20.55  -9.430
 20.68  -9.436
 20.80  -9.442
 20.93  -9.447
 21.06  -9.453
 21.19  -9.458
 21.32  -9.463
 21.44  -9.468
 21.57  -9.473
 21.70  -9.478
 21.83  -9.482
 21.96  -9.487
 22.09  -9.491
 22.21  -9.495
 22.34  -9.498
 22.47  -9.502
 22.60  -9.505
 22.73  -9.509
 22.85  -9.512
 22.98  -9.515
 23.11  -9.518
 23.24  -9.520
 23.37  -9.523
 23.49  -9.526
 23.62  -9.528
 23.75  -9.530
 23.88  -9.532
 24.01  -9.534
 24.13  -9.536
 24.26  -9.538
 24.39  -9.540
 24.52  -9.541
 24.65  -9.543
 24.77  -9.545
 24.90  -9.546
 25.03  -9.547
 25.16  -9.548
 25.29  -9.550
 25.42  -9.551
 25.55  -9.552
 25.68  -9.553
 25.80  -9.553
 25.93  -9.554
 26.06  -9.555
 26.19  -9.556
 26.32  -9.556
 26.44  -9.557
 26.57  -9.557
 26.70  -9.558
 26.83  -9.558
 26.96  -9.558
 27.09  -9.559
 27.22  -9.559
 27.35  -9.559
 27.48  -9.560
 27.60  -9.560
 27.73  -9.560
 27.86  -9.560
 27.99  -9.560
 28.12  -9.560
 28.25  -9.560
 28.37  -9.560
 28.50  -9.561
 28.63  -9.561
 28.76  -9.561
 28.89  -9.561
 29.02  -9.561
 29.15  -9.561
 29.27  -9.561
 29.41  -9.561
 29.53  -9.561
 29.66  -9.560
 29.79  -9.560
 29.92  -9.560
 30.05  -9.560
 30.18  -9.560
 30.31  -9.560
 30.44  -9.560
 30.56  -9.560
 30.69  -9.560
 30.82  -9.560
 30.95  -9.560
 31.08  -9.559
 31.21  -9.559
 31.34  -9.559
 31.47  -9.559
 31.60  -9.559
 31.73  -9.559
 31.85  -9.558
 31.98  -9.558
 32.11  -9.558
 32.24  -9.557
 32.37  -9.557
 32.50  -9.557
 32.63  -9.556
 32.75  -9.556
 32.88  -9.555
 33.01  -9.555
 33.13  -9.554
 33.25  -9.554
 33.38  -9.553
 33.51  -9.553
 33.63  -9.552
