  
  DOI/GTN-P Deep Borehole Array, Arctic Alaska 
             U.S. Geological Survey 
            Processed Temperature Log 
                    26-Aug-2013 
________________________________________________ 
  
Temperature Log Information: 
  Well name:   Drew Point Test Well #1 
  File name:   DRP_84AUG10a_c_d 
  Log date:    10-AUG-1984 
  
Contact Information: 
  Gary Clow 
  U.S. Geological Survey 
  clow@usgs.gov 
  
Definitions: 
  Depth:        Depth below local ground surface (m) 
  Temperature:  ITS-90 temperature (°C) 
________________________________________________ 
             
 Depth  Temperature 
 40.54  -9.101
 40.84  -9.094
 41.15  -9.087
 41.45  -9.080
 41.76  -9.073
 42.06  -9.068
 42.37  -9.062
 42.67  -9.056
 42.98  -9.050
 43.28  -9.045
 43.59  -9.039
 43.89  -9.034
 44.20  -9.028
 44.50  -9.023
 44.81  -9.017
 45.11  -9.012
 45.42  -9.006
 45.72  -9.001
 46.02  -8.997
 46.33  -8.992
 46.63  -8.988
 46.94  -8.983
 47.24  -8.979
 47.55  -8.975
 47.85  -8.971
 48.16  -8.967
 48.46  -8.963
 48.77  -8.959
 49.07  -8.955
 49.38  -8.950
 49.68  -8.945
 49.99  -8.940
 50.29  -8.935
 50.60  -8.930
 50.90  -8.925
 51.21  -8.919
 51.51  -8.913
 51.82  -8.908
 52.12  -8.902
 52.43  -8.895
 52.73  -8.889
 53.04  -8.883
 53.34  -8.877
 53.64  -8.870
 53.95  -8.864
 54.25  -8.858
 54.56  -8.853
 54.86  -8.847
 55.17  -8.841
 55.47  -8.835
 55.78  -8.829
 56.08  -8.823
 56.39  -8.817
 56.69  -8.811
 57.00  -8.805
 57.30  -8.799
 57.61  -8.794
 57.91  -8.788
 58.22  -8.782
 58.52  -8.776
 58.83  -8.770
 59.13  -8.764
 59.44  -8.758
 59.74  -8.753
 60.05  -8.747
 60.35  -8.741
 60.66  -8.735
 60.96  -8.730
 61.26  -8.724
 61.57  -8.718
 61.87  -8.713
 62.18  -8.708
 62.48  -8.702
 62.79  -8.697
 63.09  -8.691
 63.40  -8.686
 63.70  -8.680
 64.01  -8.675
 64.31  -8.669
 64.62  -8.663
 64.92  -8.657
 65.23  -8.652
 65.53  -8.646
 65.84  -8.640
 66.14  -8.634
 66.45  -8.628
 66.75  -8.621
 67.06  -8.615
 67.36  -8.609
 67.67  -8.603
 67.97  -8.596
 68.28  -8.590
 68.58  -8.584
 68.88  -8.578
 69.19  -8.572
 69.49  -8.565
 69.80  -8.559
 70.10  -8.553
 70.41  -8.547
 70.71  -8.540
 71.02  -8.534
 71.32  -8.528
 71.63  -8.522
 71.93  -8.516
 72.24  -8.509
 72.54  -8.503
 72.85  -8.497
 73.15  -8.490
 73.46  -8.484
 73.76  -8.477
 74.07  -8.471
 74.37  -8.464
 74.68  -8.458
 74.98  -8.451
 75.29  -8.444
 75.59  -8.438
 75.90  -8.431
 76.20  -8.424
 76.50  -8.417
 76.81  -8.411
 77.11  -8.404
 77.42  -8.397
 77.72  -8.390
 78.03  -8.383
 78.33  -8.375
 78.64  -8.368
 78.94  -8.361
 79.25  -8.353
 79.55  -8.346
 79.86  -8.338
 80.16  -8.330
 80.47  -8.323
 80.77  -8.314
 81.08  -8.306
 81.38  -8.298
 81.69  -8.289
 81.99  -8.281
 82.30  -8.272
 82.60  -8.264
 82.91  -8.255
 83.21  -8.247
 83.52  -8.238
 83.82  -8.230
 84.12  -8.221
 84.43  -8.213
 84.73  -8.204
 85.04  -8.196
 85.34  -8.188
 85.65  -8.179
